id,date,airport_code,airport_name,airport_province,location,region,latitude,longitude,incident_type,reportable_incident,incident_country,serious_incident,damage,total_injured,total_uninjured,aircraft_id,aircraft_type,aircraft_model,aircraft_make,organization,operator_type,operation_type,destination_airport_code,destination_airport_name,departure_airport_code,departure_airport_name
156615,2022-12-10 14:06:00,YUL,Pierre Elliott Trudeau Intl,QUEBEC,Montreal,QUEBEC,45.47055555555556,73.74083333333333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,2,39618,AEROPLANE,737-200,BOEING,AIR INUIT,COMMERCIAL,AIR TRANSPORT,YPX,PUVIRNITUQ,YUL,Pierre Elliott Trudeau Intl
156604,2022-11-07 19:20:00,YGP,Gaspé (Michel-Pouliot),QUEBEC,GASPÉ,QUEBEC,48.77527777777777,64.47972222222222,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,123899,AEROPLANE,BA 32-12,BRITISH AEROSPACE,PASCAN AVIATION,COMMERCIAL,AIR TRANSPORT,YGR,ÎLES-DE-LA-MADELEINE,YGP,Gaspé (Michel-Pouliot)
156603,2022-11-07 18:51:00,YMT,CHIBOUGAMAU/CHAPAIS,QUEBEC,CHIBOUGAMAU,QUEBEC,49.77194444444444,74.52805555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,38558,AEROPLANE,A100,BEECH,PROPAIR,COMMERCIAL,AIR TRANSPORT,YGL,LA GRANDE RIVIÈRE,YVP,KUUJJUAQ
156599,2022-12-04 19:15:00,SU3,St-Hyacinthe,QUEBEC,St-Hyacinthe,QUEBEC,45.60666667,73.015,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,133203,AEROPLANE,DA42,DIAMOND,CARGAIR  - CARGAIR,COMMERCIAL,TRAINING,YHU,St-Hubert,YSC,SHERBROOKE
156593,2022-12-04 12:20:00,NF4,(Lindsay),ONTARIO,Kawartha Lakes,ONTARIO,44.36472222,78.78388889,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,No,SUBSTANTIAL,0,8,109621,AEROPLANE,172I,CESSNA,DURHAM FLIGHT CENTRE,PRIVATE,PLEASURE/TRAVEL,NF4,(Lindsay),YOO,Oshawa Executive
156592,2022-12-02 15:37:00,KD6,THOMPSON,MANITOBA,THOMPSON,CENTRAL,55.80472222,97.8625,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,9,131934,AEROPLANE,200,BEECH,KEEWATIN AIR,COMMERCIAL,AIR TRANSPORT,YBT,BROCHET,KD6,THOMPSON
156590,2022-11-30 17:23:00,YRT,RANKIN INLET,NUNAVUT,RANKIN INLET,CENTRAL,62.81055556,92.11472222,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,36,122734,AEROPLANE,ATR 42-300,ATR,CALM AIR,COMMERCIAL,AIR TRANSPORT,YRT,RANKIN INLET,JJ7,CHURCHILL
156585,2022-11-20 11:43:00,PX8,SAULT STE. MARIE,ONTARIO,SAULT STE. MARIE,ONTARIO,46.485,84.50944444,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,128708,AEROPLANE,PC-12/47,PILATUS,ORNGE AIR,COMMERCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,KE6,THUNDER BAY,PX8,SAULT STE. MARIE
156584,2022-11-25 08:38:00,KE6,THUNDER BAY,ONTARIO,THUNDER BAY,CENTRAL,48.37194444,89.32166667,DEPRESSURIZATION (vii),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,133191,AEROPLANE,PC-12/47E,PILATUS,ORNGE AIR,COMMERCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,NB7,MOOSONEE,KE6,THUNDER BAY
156574,2022-11-26 17:58:00,YND,OTTAWA/GATINEAU,QUEBEC,GATINEAU,QUEBEC,45.52166667,75.56361111,LANDING GEAR RETRACTED/COLLAPSED(v),INCIDENT REPORTABLE,CANADA,No,MINOR,0,2,133186,AEROPLANE,L-29 DELFIN,AERO VODOCHODY,Acer Cold War Museum,PRIVATE,BUSINESS,YND,OTTAWA/GATINEAU,YND,OTTAWA/GATINEAU
156572,2022-11-03 17:25:00,SH2,ÎLE-AUX-GRUES,QUEBEC,ÎLE-AUX-GRUES,QUEBEC,47.06666667,70.53333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,39008,AEROPLANE,185 F,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,SH2,ÎLE-AUX-GRUES,SH2,ÎLE-AUX-GRUES
156568,2022-11-25 06:25:00,YKF,KITCHENER/WATERLOO,ONTARIO,KITCHENER,ONTARIO,43.46083333,80.37861111,RUNWAY EXCURSION (v),INCIDENT REPORTABLE,CANADA,No,MINOR,0,140,132316,AEROPLANE,737-800,BOEING,FLAIR AIRLINES,COMMERCIAL,AIR TRANSPORT,YKF,KITCHENER/WATERLOO,YVR,Vancouver Intl
156567,2022-11-24 11:30:00,AJ8,PITT MEADOWS,BRITISH COLUMBIA,PITT MEADOWS,PACIFIC,49.21611111,122.71277778,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,133183,AEROPLANE,PA-28-140,PIPER,Amy’s Flying School Ltd.,COMMERCIAL,TRAINING,AJ8,PITT MEADOWS,AJ8,PITT MEADOWS
156566,2022-11-21 14:51:00,YHU,St-Hubert,QUEBEC,Montreal,QUEBEC,46.88138889,73.87611111,COLLISION (x),INCIDENT REPORTABLE,CANADA,No,MINOR,0,2,130423,HELICOPTER,412EP,BELL HELICOPTER,Gouvernement du Quebec - Service Aerien Gouvernemental,STATE,SEARCH AND RESCUE,YHU,St-Hubert,YHU,St-Hubert
156564,2022-10-25 15:32:00,KD6,THOMPSON,MANITOBA,THOMPSON,CENTRAL,55.80472222,97.8625,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,103115,AEROPLANE,B200,BEECH,BEAVER AIR SERVICES,COMMERCIAL,AIR TRANSPORT,KD6,THOMPSON,ZSN,SOUTH INDIAN LAKE
156562,2022-11-22 23:00:00,YGM,Industrial Park,MANITOBA,Gimli,CENTRAL,50.62805556,97.04333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,38207,AEROPLANE,172M,CESSNA,LS Airways Flight Academy,COMMERCIAL,TRAINING,YGM,Industrial Park,YGM,Industrial Park
156559,2022-11-19 23:00:00,YYJ,Victoria Intl,BRITISH COLUMBIA,Victoria,PACIFIC,48.64722222,123.42583333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,75,129889,AEROPLANE,DHC-8-402,De Havilland Aircraft of Canada,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YYJ,Victoria Intl,YVR,Vancouver Intl
156555,2022-11-05 15:00:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,DEPRESSURIZATION (vii),INCIDENT REPORTABLE,CANADA,No,UNKNOWN,0,4,35911,AEROPLANE,A320-200,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YYT,ST. JOHN'S INTL,YYZ,Lester B. Pearson Intl
156554,2022-11-18 11:27:00,YEG,Edmonton Intl,ALBERTA,Edmonton,WESTERN,53.31,113.57944444444443,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,133179,AEROPLANE,172S,CESSNA,AIRBORNE ENERGY SOLUTIONS,COMMERCIAL,INSPECTION,ZVL,VILLENEUVE,ZVL,VILLENEUVE
156547,2022-11-15 21:41:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.791111111111114,71.39333333333335,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,13,130157,AEROPLANE,DHC-8-300,DE HAVILLAND,AIR INUIT,COMMERCIAL,AIR TRANSPORT,YUL,Pierre Elliott Trudeau Intl,YQB,Jean Lesage Intl
156546,2022-11-16 23:07:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,48.37194444,89.32166667,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,0,9,109624,AEROPLANE,737-700,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YYZ,Lester B. Pearson Intl
156545,2022-11-16 22:00:00,JF9,ISLAND LAKE,MANITOBA,ISLAND LAKE,CENTRAL,53.85,94.65,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,40301,AEROPLANE,PA-31-350,PIPER,SANDY LAKE SEAPLANE SERVICE,COMMERCIAL,AIR TRANSPORT,ZSJ,SANDY LAKE,YST,ST. THERESA POINT
156544,2022-06-22 14:28:00,YXH,MEDICINE HAT,ALBERTA,MEDICINE HAT,WESTERN,50.01888889,110.72055556,LOSS OF SEPARATION (x),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,132712,AEROPLANE,B200GT,BEECH,CANWEST AVIATION,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YXH,MEDICINE HAT
156538,2022-11-14 13:00:00,YYT,ST. JOHN'S INTL,NEWFOUNDLAND AND LABRADOR,ST. JOHN'S,ATLANTIC,47.61861111,52.7525,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,78,129499,AEROPLANE,DHC-8-402,De Havilland Aircraft of Canada,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YYT,ST. JOHN'S INTL,YHZ,Stanfield Intl
156535,2022-11-09 11:27:00,YLW,KELOWNA,BRITISH COLUMBIA,KELOWNA,PACIFIC,49.95722222,119.37777778,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,79,129944,AEROPLANE,DHC-8-400,DE HAVILLAND,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YLW,KELOWNA,YYC,Calgary Intl
156534,2022-11-11 15:00:00,YFB,IQALUIT,NUNAVUT,IQALUIT,QUEBEC,63.75666667,68.55611111,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,7,130038,AEROPLANE,ATR 42-500,ATR,Bradley Air Services Limited/First Air,COMMERCIAL,AIR TRANSPORT,YFB,IQALUIT,YVP,KUUJJUAQ
156532,2022-11-10 15:29:00,YJT,STEPHENVILLE,NEWFOUNDLAND AND LABRADOR,STEPHENVILLE,ATLANTIC,48.54138888888889,58.549999,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,5,133175,AEROPLANE,200,BEECH,PAL AEROSPACE LTD.,COMMERCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,YJT,STEPHENVILLE,YYT,ST. JOHN'S INTL
156531,2022-11-13 18:27:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,UNKNOWN,0,39,102434,AEROPLANE,A321-200,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YVR,Vancouver Intl
156526,2022-11-11 12:45:00,YQL,LETHBRIDGE,ALBERTA,LETHBRIDGE,WESTERN,50.0264665,112.4968712,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,44516,AEROPLANE,U206 F,CESSNA,EON AIRBORNE INC ,COMMERCIAL,INSPECTION,YQL,LETHBRIDGE,YQL,LETHBRIDGE
156525,2022-11-06 11:30:00,YYD,SMITHERS,BRITISH COLUMBIA,SMITHERS,PACIFIC,54.82527778,127.18277778,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,18,122679,AEROPLANE,DHC-8-311,De Havilland Aircraft of Canada,NORTH CARIBOO FLYING SERVICE,COMMERCIAL,AIR TRANSPORT,YYD,SMITHERS,YVR,Vancouver Intl
156521,2022-11-09 12:42:00,YXY,Erik Nielsen Intl,YUKON,Whitehorse,WESTERN,60.70944444444445,135.06722222222223,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,133162,AEROPLANE,PA-22-160,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YXY,Erik Nielsen Intl,YXY,Erik Nielsen Intl
156514,2022-11-06 12:51:00,YQR,Regina Intl,SASKATCHEWAN,Regina,CENTRAL,50.43222222,104.66611111,FUEL SHORTAGE (viii),INCIDENT REPORTABLE,CANADA,No,NONE,0,101,132849,AEROPLANE,A320-214,AIRBUS,AIR CANADA ROUGE,COMMERCIAL,AIR TRANSPORT,YQR,Regina Intl,YYZ,Lester B. Pearson Intl
156509,2022-11-05 14:50:00,AD5,MERRITT,BRITISH COLUMBIA,MERRITT,PACIFIC,50.12277778,120.745,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,133158,HELICOPTER,AS 350 B2,AIRBUS HELICOPTER (AH),REMOTE HELICOPTERS,COMMERCIAL,AIR TRANSPORT,AD5,MERRITT,AD5,MERRITT
156508,2022-11-05 18:55:00,YRT,RANKIN INLET,NUNAVUT,RANKIN INLET,CENTRAL,62.81055556,92.11472222,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,133157,AEROPLANE,200,BEECH, Sifec North Inc.,PRIVATE,BUSINESS,YRT,RANKIN INLET,YCB,CAMBRIDGE BAY
156507,2022-11-04 23:00:00,RL2,RIDEAU LAKES,ONTARIO,WESTPORT,ONTARIO,44.66666667,76.4,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,133154,AEROPLANE,UNKNOWN,UNKNOWN,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,RL2,RIDEAU LAKES,YPQ,PETERBOROUGH
156501,2022-11-02 12:12:00,YEG,Edmonton Intl,ALBERTA,Edmonton,WESTERN,53.31,113.57944444444443,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,186,102434,AEROPLANE,A321-200,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YEG,Edmonton Intl
156496,2022-10-30 21:30:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,152,132316,AEROPLANE,737-800,BOEING,FLAIR AIRLINES,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YKF,KITCHENER/WATERLOO
156488,2022-10-27 10:47:00,YYJ,Victoria Intl,BRITISH COLUMBIA,Victoria,PACIFIC,48.64722222,123.42583333,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,131735,AEROPLANE,208 B,CESSNA,MORNINGSTAR AIR EXPRESS INC,COMMERCIAL,AIR TRANSPORT,YYJ,Victoria Intl,YVR,Vancouver Intl
156487,2022-10-27 10:18:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,48.79805556,123.44527778,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,132756,AEROPLANE,208 B,CESSNA,MORNINGSTAR AIR EXPRESS INC,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYJ,Victoria Intl
156486,2022-10-30 09:15:00,YEG,Edmonton Intl,ALBERTA,Edmonton,WESTERN,53.31,113.57944444444443,COLLISION (x),INCIDENT REPORTABLE,CANADA,No,MINOR,0,91,133145,AEROPLANE,737 MAX 8,BOEING,FLAIR AIRLINES,COMMERCIAL,AIR TRANSPORT,YLW,KELOWNA,YEG,Edmonton Intl
156485,2022-10-30 15:10:00,YKF,KITCHENER/WATERLOO,ONTARIO,KITCHENER,ONTARIO,43.46083333,80.37861111,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,MINOR,0,115,129372,AEROPLANE,737-700,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YKF,KITCHENER/WATERLOO,YYC,Calgary Intl
156484,2022-10-29 00:35:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,5,126342,AEROPLANE,B300,RAYTHEON,CARSON AIR,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYF,PENTICTON
156483,2022-10-28 09:30:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91,97.24,ENGINE (i),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,3,48790,AEROPLANE,200,BEECH,SKYNORTH AIR,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,JF9,ISLAND LAKE
156481,2022-10-21 01:15:00,YSK,SANIKILUAQ,NUNAVUT,SANIKILUAQ,QUEBEC,56.53694444,79.25,RUNWAY EXCURSION (v),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,127442,AEROPLANE,PC-12/45,PILATUS,CHRONO AVIATION INC.,COMMERCIAL,AIR TRANSPORT,YSK,SANIKILUAQ,YHU,St-Hubert
156476,2022-10-11 18:00:00,YZT,PORT HARDY,BRITISH COLUMBIA,PORT HARDY,PACIFIC,50.68055556,127.36666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,124648,AEROPLANE,560,CESSNA,CARSON AIR,COMMERCIAL,AIR TRANSPORT,YZT,PORT HARDY,YVR,Vancouver Intl
156475,2022-10-26 13:05:00,EJ4,CLARESHOLM INDUSTRIAL,ALBERTA,CLARESHOLM,WESTERN,50.0,113.63333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,2,0,133140,AEROPLANE,172M,CESSNA,CFI Flight Academy,COMMERCIAL,TRAINING,EJ4,CLARESHOLM INDUSTRIAL,YRM,ROCKY MOUNTAIN HOUSE
156474,2022-10-26 12:57:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,92118,AEROPLANE,737-700,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YLW,KELOWNA
156473,2022-08-13 15:16:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,115,120565,AEROPLANE,737-500,BOEING,AIR NORTH CHARTER & TRAINING,COMMERCIAL,AIR TRANSPORT,YXY,Erik Nielsen Intl,YVR,Vancouver Intl
156472,2022-10-24 15:15:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,52075,AEROPLANE,PA-31-350,PIPER,Iskwew Air Inc.,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,ZBB,BOUNDARY BAY
156468,2022-10-25 15:22:00,SE4,LACHUTE,QUEBEC,LACHUTE,QUEBEC,45.63944444,74.37055556,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,100251,AEROPLANE,177,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,SE4,LACHUTE,SE4,LACHUTE
156459,2022-10-23 12:08:00,YEE,MIDLAND/HURONIA,ONTARIO,MIDLAND,ONTARIO,44.68333334,79.928332,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,37982,AEROPLANE,COMMANDER 112,ROCKWELL INTERNATIONAL,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YEE,MIDLAND/HURONIA,YEE,MIDLAND/HURONIA
156453,2022-10-11 18:06:00,YXS,PRINCE GEORGE,BRITISH COLUMBIA,PRINCE GEORGE,PACIFIC,53.88416666666666,122.6775,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,133132,AEROPLANE,100-180,AERO COMMANDER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,AU4,VANDERHOOF,YXS,PRINCE GEORGE
156452,2022-10-12 10:15:00,YXX,ABBOTSFORD,BRITISH COLUMBIA,ABBOTSFORD,PACIFIC,49.02527778,122.36,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,131059,HELICOPTER,Cabri G2,Hélicoptères Guimbal,BRITISH COLUMBIA HELICOPTERS,COMMERCIAL,TRAINING,YXX,ABBOTSFORD,YXX,ABBOTSFORD
156449,2022-10-21 14:22:00,YRC,St-Honore,QUEBEC,Chicoutimi,QUEBEC,48.52083333,71.05055556,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,2,0,133128,AEROPLANE,C 23,BEECH,CENTRE QUEBECOIS DE FORMATION AERONAUTIQUE (CQFA),COMMERCIAL,TRAINING,YRC,St-Honore,YRC,St-Honore
156446,2022-10-19 21:00:00,YUL,Pierre Elliott Trudeau Intl,QUEBEC,Montreal,QUEBEC,45.47055555555556,73.74083333333333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,68,130323,AEROPLANE,DHC-8 (DASH 8),DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YOW,MacDonald-Cartier Intl,YUL,Pierre Elliott Trudeau Intl
156440,2022-10-18 19:32:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,No,NONE,1,122,52979,AEROPLANE,A320-200,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YWG,James Armstrong Richardson Intl
156439,2022-10-18 19:24:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,22,133126,AEROPLANE,SF 340 B,SAAB-FAIRCHILD,PACIFIC COASTAL AIRLINES,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YDQ,DAWSON CREEK
156438,2022-10-17 16:50:00,YWM,ATHABASCA,ALBERTA,ATHABASCA,WESTERN,54.75,113.2,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,133125,AEROPLANE,172C,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YWM,ATHABASCA,YWM,ATHABASCA
156435,2022-08-18 16:00:00,YJF,FORT LIARD,NORTHWEST TERRITORIES,FORT LIARD,WESTERN,60.23333333,123.46666667,SLUNG LOAD RELEASED (xii),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,89875,HELICOPTER,KA-32,KAMOV,VIH HELICOPTERS LTD,COMMERCIAL,HELISLINGING,YJF,FORT LIARD,YJF,FORT LIARD
156429,2022-10-15 04:13:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,RISK OF COLLISION (x),INCIDENT REPORTABLE,CANADA,No,NONE,0,85,133120,AEROPLANE,737 MAX 8,BOEING,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YEG,Edmonton Intl
156425,2022-10-11 12:17:00,EN9,YELLOWKNIFE,NORTHWEST TERRITORIES,YELLOWKNIFE,WESTERN,62.46305555555556,114.44027777777777,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,2,106280,AEROPLANE,DO-228-202,DORNIER,Summit Air Ltd,COMMERCIAL,AIR TRANSPORT,EN9,YELLOWKNIFE,YHY,Hay River/Merlyn Carter
156417,2022-09-07 16:05:00,YXS,PRINCE GEORGE,BRITISH COLUMBIA,PRINCE GEORGE,PACIFIC,53.88416666666666,122.6775,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,5,89070,AEROPLANE,200,BEECH,NORTH CARIBOO FLYING SERVICE,COMMERCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,YXJ,FORT ST. JOHN,YXS,PRINCE GEORGE
156414,2022-10-07 21:07:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.791111111111114,71.39333333333335,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,135,129223,AEROPLANE,A319-114,AIRBUS,AIR CANADA ROUGE,COMMERCIAL,AIR TRANSPORT,YQB,Jean Lesage Intl,YYZ,Lester B. Pearson Intl
156409,2022-10-09 16:35:00,TA3,ÎLE AUX COUDRES,QUEBEC,ÎLE AUX COUDRES,QUEBEC,47.38333333,70.38333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,133106,AEROPLANE,M-5,MAULE,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,GLIDER TOWING,TA3,ÎLE AUX COUDRES,TA3,ÎLE AUX COUDRES
156408,2022-10-09 14:40:00,YBW,Springbank,ALBERTA,Calgary,WESTERN,51.10527778,114.37138889,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,127556,AEROPLANE,PA-31,PIPER,ARIES AVIATION SERVICES,COMMERCIAL,INSPECTION,YBW,Springbank,YBW,Springbank
156405,2022-10-11 15:00:00,YQM,Greater Moncton Romeo Lebalnc Intl,NEW BRUNSWICK,Moncton,ATLANTIC,46.11611111,64.67861111,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,MINOR,0,112,118565,AEROPLANE,DHC-8-400,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,AIR TRANSPORT,YQM,Greater Moncton Romeo Lebalnc Intl,PZ9,Billy Bishop Toronto City
156404,2022-10-02 06:25:00,YYJ,Victoria Intl,BRITISH COLUMBIA,Victoria,PACIFIC,48.64722222,123.42583333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,80,130807,AEROPLANE,DHC-8-402,De Havilland Aircraft of Canada,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYJ,Victoria Intl
156394,2022-10-04 15:50:00,YUL,Pierre Elliott Trudeau Intl,QUEBEC,Montreal,QUEBEC,45.47055555555556,73.74083333333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,26,124710,AEROPLANE,DHC-8-300,DE HAVILLAND,AIR INUIT,COMMERCIAL,AIR TRANSPORT,YZV,SEPT-ÎLES,YQB,Jean Lesage Intl
