id,date,airport_code,airport_name,airport_province,location,region,latitude,longitude,incident_type,reportable_incident,incident_country,serious_incident,damage,total_injured,total_uninjured,aircraft_id,aircraft_type,aircraft_model,aircraft_make,organization,operator_type,operation_type,destination_airport_code,destination_airport_name,departure_airport_code,departure_airport_name
144409,2013-04-29 16:15:00,YUL,Pierre Elliott Trudeau Intl,QUEBEC,Montreal,QUEBEC,45.46666667,73.73333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,96,110090,AEROPLANE,EMB-190,EMBRAER,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YUL,Pierre Elliott Trudeau Intl,YYZ,Lester B. Pearson Intl
144406,2013-04-26 18:40:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.11666667,114.01666667,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,102,114204,AEROPLANE,EMB-190,EMBRAER,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYC,Calgary Intl
144405,2013-04-25 11:30:00,NC4,GUELPH,ONTARIO,GUELPH,ONTARIO,43.56666667,80.2,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,124882,AEROPLANE,140,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,TRAINING,NC4,GUELPH,NC4,GUELPH
144404,2013-04-28 00:55:00,PZ9,Billy Bishop Toronto City,ONTARIO,Toronto,ONTARIO,43.63333333,79.4,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,12,122660,AEROPLANE,DHC-8-400,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,AIR TRANSPORT,YUL,Pierre Elliott Trudeau Intl,PZ9,Billy Bishop Toronto City
144402,2013-04-27 15:55:00,YXY,Erik Nielsen Intl,YUKON,Whitehorse,WESTERN,60.71666667,135.06666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,124880,AEROPLANE,PA-18-150,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YXY,Erik Nielsen Intl,YXY,Erik Nielsen Intl
144398,2013-04-25 12:33:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.78333333,71.4,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,19,124890,AEROPLANE,ATR 42-300,ATR,PASCAN EXPRESS,COMMERCIAL,AIR TRANSPORT,CX5,WABUSH,YZV,SEPT-ÎLES
144395,2013-04-24 17:40:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.68333333,79.63333333,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,0,77,124866,AEROPLANE,DHC-8-400,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,KE6,THUNDER BAY
144393,2013-04-24 16:05:00,YBW,Springbank,ALBERTA,Calgary,WESTERN,51.23333333,114.3,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,37061,AEROPLANE,GA-7,GRUMMAN,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YBW,Springbank,JR3,THE PAS/GRACE LAKE
144391,2013-04-24 12:30:00,ZBB,BOUNDARY BAY,BRITISH COLUMBIA,VANCOUVER,PACIFIC,49.06666667,123.01666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,1,124862,AEROPLANE,HARVARD MK IV,NORTH AMERICAN,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,ZBB,BOUNDARY BAY,ZBB,BOUNDARY BAY
144387,2013-04-16 20:00:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.2,123.18333333,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,0,169,102434,AEROPLANE,A321-200,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYZ,Lester B. Pearson Intl
144385,2013-04-23 10:15:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.68333333,79.63333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,6,52085,AEROPLANE,A320-200,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YMM,FORT MCMURRAY,YYZ,Lester B. Pearson Intl
144375,2013-04-16 22:15:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.68333333,79.63333333,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,1,167,115693,AEROPLANE,767-300,BOEING,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YVR,Vancouver Intl
144372,2013-04-10 08:15:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.11666667,114.01666667,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,0,110,96230,AEROPLANE,737-700,BOEING,WESTJET,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YHM,HAMILTON
144371,2012-08-27 19:00:00,YQR,Regina Intl,SASKATCHEWAN,Regina,CENTRAL,50.55,104.66666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,123480,AEROPLANE,S2R-T15,AYRES,INTERNATIONAL AIR SERVICES,COMMERCIAL,APPLICATION,YQR,Regina Intl,YQR,Regina Intl
144369,2013-04-15 16:35:00,SK3,MASCOUCHE,QUEBEC,MONTRÉAL,QUEBEC,45.71666667,73.6,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,36302,AEROPLANE,172M,CESSNA,ALM PAR AVIONS INC,COMMERCIAL,TRAINING,SK3,MASCOUCHE,SK3,MASCOUCHE
144368,2013-04-16 22:27:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91666667,97.23333333,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,18,122734,AEROPLANE,ATR 42-300,ATR,CALM AIR,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,KD6,THOMPSON
144361,2013-04-14 21:15:00,YEE,MIDLAND/HURONIA,ONTARIO,MIDLAND,ONTARIO,44.68333333,79.93333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,124818,AEROPLANE,177B,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,TRAINING,NV8,Edenvale,YEE,MIDLAND/HURONIA
144357,2013-04-11 00:00:00,PZ9,Billy Bishop Toronto City,ONTARIO,Toronto,ONTARIO,43.63333333,79.4,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,1,39,110338,AEROPLANE,DHC-8-400,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,AIR TRANSPORT,KE6,THUNDER BAY,PZ9,Billy Bishop Toronto City
144355,2013-04-10 23:28:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.78333333,71.4,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,33,76045,AEROPLANE,DHC-8-300,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YQB,Jean Lesage Intl,YOW,MacDonald-Cartier Intl
144350,2013-04-10 12:03:00,YUL,Pierre Elliott Trudeau Intl,QUEBEC,Montreal,QUEBEC,45.46666667,73.73333333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,97,110468,AEROPLANE,EMB-190,EMBRAER,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YHZ,Stanfield Intl,YUL,Pierre Elliott Trudeau Intl
144349,2013-04-09 09:30:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.78333333,71.4,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,5,124805,AEROPLANE,B-1900,BEECH,SKY JET M.G. INC,COMMERCIAL,AIR TRANSPORT,YUY,ROUYN-NORANDA,YQB,Jean Lesage Intl
144345,2013-04-08 20:37:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.2,123.18333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,MINOR,0,4,105855,AEROPLANE,727-200,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,YVR,Vancouver Intl
144344,2013-04-10 10:30:00,YXX,ABBOTSFORD,BRITISH COLUMBIA,ABBOTSFORD,PACIFIC,49.03333333,122.36666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,78302,AEROPLANE,CV580,GENERAL DYNAMICS,CONAIR,COMMERCIAL,FIRE FIGHTING / FIRE MANAGEMENT,YXX,ABBOTSFORD,YXX,ABBOTSFORD
144341,2013-04-09 12:00:00,EN9,YELLOWKNIFE,NORTHWEST TERRITORIES,YELLOWKNIFE,WESTERN,62.46666667,114.43333333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,MINOR,0,5,87817,AEROPLANE,L-382 (C-130 HERCULES),LOCKHEED,Bradley Air Services Limited/First Air,COMMERCIAL,EXPERIMENTAL/TEST,EN9,YELLOWKNIFE,EN9,YELLOWKNIFE
144340,2013-04-05 21:03:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.68333333,79.63333333,J. ROC / LOS,INCIDENT REPORTABLE,CANADA,No,NONE,0,31,87029,AEROPLANE,DHC-8-100,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YYB,North Bay
144339,2013-04-09 10:38:00,YVO,VAL-D'OR,QUEBEC,VAL-D'OR,QUEBEC,48.05,77.78333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,124792,AEROPLANE,340/580,CONVAIR,NOLINOR,COMMERCIAL,AIR TRANSPORT,YVO,VAL-D'OR,YUL,Pierre Elliott Trudeau Intl
144322,2013-04-03 14:58:00,JF9,ISLAND LAKE,MANITOBA,ISLAND LAKE,CENTRAL,53.85,94.65,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,No,SUBSTANTIAL,0,1,38078,AEROPLANE,207,CESSNA,SANDY LAKE SEAPLANE SERVICE,COMMERCIAL,AIR TRANSPORT,YST,ST. THERESA POINT,JF9,ISLAND LAKE
144319,2013-04-02 19:10:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.11666667,114.01666667,ENGINE (i),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,11,124765,AEROPLANE,DHC-8-300,DE HAVILLAND,SUNWEST AVIATION LTD.,PRIVATE,BUSINESS,YYC,Calgary Intl,YEG,Edmonton Intl
144315,2013-03-26 08:26:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.68333333,79.63333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,32,124750,AEROPLANE,DHC-8-400,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YXU,LONDON,YYZ,Lester B. Pearson Intl
144314,2013-03-31 16:29:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.78333333,71.4,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,90812,AEROPLANE,CL600-2A12,CANADAIR,Gouvernement du Quebec - Service Aerien Gouvernemental,STATE,AIR AMBULANCE/ EMERGENCY MEDICAL,YKL,SCHEFFERVILLE,YQB,Jean Lesage Intl
144313,2013-04-01 15:15:00,SK8,KING GEORGE AIR PARK,BRITISH COLUMBIA,SURREY,PACIFIC,49.1,122.81666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,124745,BASIC ULTRALIGHT,UNKNOWN,UNKNOWN,PERSONAL CARRIER / NON-ORGANIZATION,OTHER,PLEASURE/TRAVEL,SK8,KING GEORGE AIR PARK,SK8,KING GEORGE AIR PARK
144309,2013-03-18 12:40:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.11666667,114.01666667,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,0,77,122735,AEROPLANE,737-400,BOEING,AIR NORTH,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YXY,Erik Nielsen Intl
144303,2013-03-30 22:07:00,YFB,IQALUIT,NUNAVUT,IQALUIT,QUEBEC,63.75,68.55,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,124732,AEROPLANE,PA-30,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YFB,IQALUIT,YVP,KUUJJUAQ
144292,2013-03-26 19:40:00,CX5,WABUSH,NEWFOUNDLAND AND LABRADOR,WABUSH,QUEBEC,52.91666667,66.86666667,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,15,124710,AEROPLANE,DHC-8-300,DE HAVILLAND,AIR INUIT,COMMERCIAL,AIR TRANSPORT,YMT,CHIBOUGAMAU/CHAPAIS,CX5,WABUSH
144291,2013-03-27 12:53:00,YAY,ST. ANTHONY,NEWFOUNDLAND AND LABRADOR,ST. ANTHONY,ATLANTIC,51.4,56.08333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,10,119549,AEROPLANE,DHC-6-300,DE HAVILLAND,AIR LABRADOR,COMMERCIAL,AIR TRANSPORT,YAY,ST. ANTHONY,YMH,MARY'S HARBOUR
144286,2013-03-26 09:44:00,EQ5,GRANDE CACHE,ALBERTA,GRANDE CACHE,WESTERN,53.95,118.21666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,124720,HELICOPTER,R44,ROBINSON HELICOPTER,OPNET CONTRACTING CORP.,PRIVATE,INSPECTION,YZU,WHITECOURT,YZU,WHITECOURT
144285,2013-03-26 13:00:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.68333333,79.63333333,DEPRESSURIZATION (vii),INCIDENT REPORTABLE,CANADA,No,NONE,0,101,43442,AEROPLANE,EMB-190,EMBRAER,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YHZ,Stanfield Intl,YYZ,Lester B. Pearson Intl
144282,2013-03-26 10:18:00,YRO,ROCKCLIFFE,ONTARIO,OTTAWA,ONTARIO,45.46666667,75.65,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,36715,AEROPLANE,172N,CESSNA,ROCKCLIFFE FLYING CLUB,COMMERCIAL,TRAINING,YRO,ROCKCLIFFE,YRO,ROCKCLIFFE
144280,2013-03-24 18:14:00,YHU,St-Hubert,QUEBEC,Montreal,QUEBEC,45.51666667,73.41666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,6,120840,AEROPLANE,BA 32-12,BRITISH AEROSPACE,PASCAN AVIATION,COMMERCIAL,AIR TRANSPORT,YQB,Jean Lesage Intl,YHU,St-Hubert
144279,2013-03-22 20:30:00,YHU,St-Hubert,QUEBEC,Montreal,QUEBEC,45.51666667,73.41666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,15,96762,AEROPLANE,JETSTREAM 3200,BRITISH AEROSPACE,PASCAN AVIATION,COMMERCIAL,AIR TRANSPORT,YHU,St-Hubert,YQB,Jean Lesage Intl
144272,2013-03-23 13:33:00,SK3,MASCOUCHE,QUEBEC,MONTRÉAL,QUEBEC,45.71666667,73.6,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,41367,AEROPLANE,172M,CESSNA,CARGAIR,COMMERCIAL,TRAINING,SK3,MASCOUCHE,SK3,MASCOUCHE
144269,2013-03-17 17:30:00,BZ7,VICTORIA HARBOUR (SHOAL POINT),BRITISH COLUMBIA,VICTORIA HARBOUR,PACIFIC,48.41666667,123.38333333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,36856,HELICOPTER,212,BELL HELICOPTER,GOVERNMENT OF CANADA DEPARTMENT OF TRANSPORT,STATE,INSPECTION,BZ7,VICTORIA HARBOUR (SHOAL POINT),BZ7,VICTORIA HARBOUR (SHOAL POINT)
144268,2013-03-17 05:45:00,YSB,SUDBURY,ONTARIO,SUDBURY,ONTARIO,46.63333333,80.8,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,124670,AEROPLANE,172K,CESSNA,SUDBURY AVIATION,COMMERCIAL,TRAINING,YSB,SUDBURY,YSB,SUDBURY
144267,2013-03-19 02:07:00,YHM,HAMILTON,ONTARIO,HAMILTON,ONTARIO,43.16666667,79.93333333,J. ROC / LOS,INCIDENT REPORTABLE,CANADA,No,NONE,0,3,51412,AEROPLANE,727-200,BOEING,KELOWNA FLIGHTCRAFT,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,YHM,HAMILTON
144266,2013-01-31 21:00:00,YZV,SEPT-ÎLES,QUEBEC,SEPT-ÎLES,QUEBEC,50.21666667,66.26666667,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,11,123400,AEROPLANE,ATR 42-300,ATR,PASCAN EXPRESS,COMMERCIAL,AIR TRANSPORT,YQB,Jean Lesage Intl,YZV,SEPT-ÎLES
144262,2013-03-20 11:55:00,YYJ,Victoria Intl,BRITISH COLUMBIA,Victoria,PACIFIC,48.65,123.43333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,UNKNOWN,0,4,124665,HELICOPTER,S-61 (SEA KING),SIKORSKY,CANADIAN FORCES - DND,STATE,UNKNOWN,YYJ,Victoria Intl,YYJ,Victoria Intl
144261,2013-03-15 13:00:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.2,123.18333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,18,95965,AEROPLANE,1900D,BEECH,CENTRAL MOUNTAIN AIR,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,AC5,WILLIAMS LAKE
144259,2013-03-19 23:05:00,YXY,Erik Nielsen Intl,YUKON,Whitehorse,WESTERN,60.71666667,135.06666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,5,122171,AEROPLANE,300,BEECH,ALKAN AIR,COMMERCIAL,AIR TRANSPORT,YXY,Erik Nielsen Intl,YQH,WATSON LAKE
144251,2013-03-19 06:30:00,YYT,ST. JOHN'S INTL,NEWFOUNDLAND AND LABRADOR,ST. JOHN'S,ATLANTIC,47.63333333,53.5,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,17,94887,AEROPLANE,SF 340 A,SAAB-FAIRCHILD,PAL PROVINCIAL AIRLINES,COMMERCIAL,AIR TRANSPORT,YJT,STEPHENVILLE,YYT,ST. JOHN'S INTL
144248,2013-03-17 15:18:00,YZV,SEPT-ÎLES,QUEBEC,SEPT-ÎLES,QUEBEC,50.21666667,66.26666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,124650,AEROPLANE,185 F,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YZV,SEPT-ÎLES,YZV,SEPT-ÎLES
144240,2013-03-17 12:23:00,YRM,ROCKY MOUNTAIN HOUSE,ALBERTA,ROCKY MOUNTAIN HOUSE,WESTERN,52.33333333,115.33333333,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,26,39142,AEROPLANE,DHC-8-300,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YQU,GRANDE PRAIRIE,YYC,Calgary Intl
144235,2013-03-17 16:41:00,YID,DIGBY,NOVA SCOTIA,DIGBY,ATLANTIC,44.55,65.78333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,124635,AEROPLANE,180K,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YID,DIGBY,YID,DIGBY
144234,2013-03-14 11:55:00,YQR,Regina Intl,SASKATCHEWAN,Regina,CENTRAL,50.43333333,104.66666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,124630,AEROPLANE,SA-227-AC,FAIRCHILD,CARSON AIR,COMMERCIAL,AIR TRANSPORT,YQR,Regina Intl,YYC,Calgary Intl
144230,2013-03-14 06:45:00,YMM,FORT MCMURRAY,ALBERTA,FORT MCMURRAY,WESTERN,56.65,111.21666667,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,53,89460,AEROPLANE,DHC-8-300,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YEG,Edmonton Intl,YMM,FORT MCMURRAY
144225,2013-03-07 16:39:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.68333333,79.63333333,J. ROC / LOS,INCIDENT REPORTABLE,CANADA,No,NONE,0,27,124615,AEROPLANE,DHC-8-400,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YSB,SUDBURY,YYZ,Lester B. Pearson Intl
144223,2013-03-12 17:44:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.2,123.18333333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,10,102544,AEROPLANE,1900C,BEECH,PACIFIC COASTAL AIRLINES,COMMERCIAL,AIR TRANSPORT,YXC,Canadian Rockies Intl,YVR,Vancouver Intl
144218,2013-03-09 17:25:00,YQF,RED DEER REGIONAL,ALBERTA,RED DEER,WESTERN,52.18333333,113.9,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,2,41877,AEROPLANE,172N,CESSNA,SKY WINGS AVIATION,OTHER,PLEASURE/TRAVEL,YQF,RED DEER REGIONAL,YQF,RED DEER REGIONAL
144216,2013-03-08 14:55:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.78333333,71.4,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,124600,AEROPLANE,DA20-C1,DIAMOND,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YQB,Jean Lesage Intl,YQB,Jean Lesage Intl
144215,2013-03-05 05:55:00,PX8,SAULT STE. MARIE,ONTARIO,SAULT STE. MARIE,ONTARIO,46.48333333,84.51666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,24,113487,AEROPLANE,DHC-8-400,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,AIR TRANSPORT,PZ9,Billy Bishop Toronto City,PX8,SAULT STE. MARIE
144213,2013-03-07 00:29:00,YHM,HAMILTON,ONTARIO,HAMILTON,ONTARIO,43.16666667,79.93333333,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,98240,AEROPLANE,727-200,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,AIR TRANSPORT,YQM,Greater Moncton Romeo Lebalnc Intl,YHM,HAMILTON
144211,2013-03-01 12:50:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.11666667,114.01666667,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,14,89065,AEROPLANE,1900D,BEECH,AIR GEORGIAN,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YXC,Canadian Rockies Intl
144209,2013-03-06 15:02:00,YMX,MONTRÉAL INTL (MIRABEL),QUEBEC,MONTRÉAL,QUEBEC,45.68333333,74.0,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,124590,AEROPLANE,PA-46-350P,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YMX,MONTRÉAL INTL (MIRABEL),YHU,St-Hubert
144199,2013-03-05 07:56:00,YDF,DEER LAKE,NEWFOUNDLAND AND LABRADOR,DEER LAKE,ATLANTIC,49.21666667,57.38333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,27,124575,AEROPLANE,1900D,BEECH,EXPLOITS VALLEY AIR SERVICES,COMMERCIAL,AIR TRANSPORT,YDF,DEER LAKE,YYT,ST. JOHN'S INTL
144198,2013-03-05 13:00:00,NF4,(Lindsay),ONTARIO,Kawartha Lakes,ONTARIO,44.36666667,78.78333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,39938,AEROPLANE,PA-28R-200,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,NF4,(Lindsay),YBG,BAGOTVILLE
144195,2013-02-26 00:01:00,YCP,BLUE RIVER,BRITISH COLUMBIA,BLUE RIVER,PACIFIC,52.33333333,119.28333333,RUNWAY EXCURSION (v),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,100191,HELICOPTER,212,BELL HELICOPTER,YELLOWHEAD HELICOPTERS,COMMERCIAL,HELISKIING,YCP,BLUE RIVER,YCP,BLUE RIVER
144191,2013-02-27 14:54:00,KD6,THOMPSON,MANITOBA,THOMPSON,CENTRAL,55.8,97.86666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,123700,AEROPLANE,SA-227-AC,FAIRCHILD,PERIMETER AVIATION,COMMERCIAL,AIR TRANSPORT,KD6,THOMPSON,YBT,BROCHET
144189,2013-02-27 17:00:00,YBR,Brandon Muni,MANITOBA,Brandon,CENTRAL,49.91666667,99.95,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,124562,AEROPLANE,177 RG,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YBR,Brandon Muni,KL5,SHOAL LAKE
144186,2013-02-25 16:07:00,ET2,CONKLIN (LEISMER),ALBERTA,CONKLIN (LEISMER),WESTERN,55.7,111.28333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,11,116059,AEROPLANE,1900D,BEECH,SUNWEST AVIATION LTD.,COMMERCIAL,AIR TRANSPORT,ET2,CONKLIN (LEISMER),YEG,Edmonton Intl
